	Bemba	Bulu	Fang	Ganda	Gogo	Haya	Kalanga	Kamba	Kikuyu	Kimbundu	Koongo	Lingala	Lozi	Luba-Katanga	Luba-Lulua	Makhuwa	Meru	Ndonga	Ndzwani Comorian	Ngazidja Comorian	North Ndebele	Nyanja	Nyankole	Rundi	Shona	Songe	Sukuma	Swahili	Tonga	Tsonga	Tswa	Tswana	Umbundu	Venda	Xhosa	Yaka	Zulu
FIREWOOD_3		njaʔa	nʣaʔa																							ntete											
FIREWOOD_4							huni				nkuni	kóni				ikʰúni			ŋkúni	uhúni		kʰúni			huni			kuni		tʼiɦúɲí		χʊ́ŋ́		kʰuni			
FIREWOOD_5						enkwi															inkuni		enku	inkwi											iiŋkʼuni		iziŋkʼúni
FIREWOOD_6				luku				oko	rokô																												
FIREWOOD_7	mukoso																																				
FISH_1	isabì												tapi								inɬanzi							samaki		nɬamp͡fi	ɬaβi	t͡ɬʰàpì			intlanzi		ínɬànzì
FISH_2																		ohi	fí	nfí				ifi			ʃi										
FISH_3																							inswi						nswi							súè	
FISH_4						emfuru		ekojo									ikunɡa																				
FISH_5					sóomba		hobe		tɛ́ɣa							ihópa						sómba			hóʋé									kʰoβe			
FISH_6										mbiji	mbisi	mbísi																					ómbi̍sí				
FISH_7		kos	kwas											ʃipa	múʃípá											muʃìpà											
FISH_8				ekjeɲanja																																	
FIVE_1		tan	tan																																		
FIVE_2				taano	hano	itanu	ʃanu	itaanɔ	iθanɔ		tanu	mítáno				tʰanu	firaanu		ʦánu	ʦánu	ɬanu	isanu	taano	tanu	ʃanu	tanu	itano	tano		ǹt͡ɬʰánu		t͡ɬʰánʊ́	tanu	tʰanu	ɬanu	tánò	ɬanu
FIVE_3													ketalizoho																								
FIVE_4															taanunombreʧardinal																						
FLY (MOVE THROUGH AIR)_1																			nʣí	nʣì	ndiza																ndiza
FLY (MOVE THROUGH AIR)_2		jele	jele			halala							fufa			váva										pàlàlà	lala			haha	haha	fʊ̀fà	pãlãlã	ɸuɸa	bʱabʱa		
FLY (MOVE THROUGH AIR)_3												pumbwa																								pùmb	
FLY (MOVE THROUGH AIR)_4	pupuka			buuka	luka		pʰururuka	oloka	ómboka	vumuka	tilumuka				bùùka		rumbuka	tuka				uluká	ɡuruka	ɡuruka	bʱururuka			ruka	uluka								
FOUR_1		njin																															kwana				
FOUR_2			ɲiiɲ																																		
FOUR_3												mínei					fiini																				
FOUR_4					ne		nna						ne			ʧeʃe			nné	né	ne			ne			ine	ne		mùnè		nɛ̀			ne		kane
FOUR_5						inai																nái															
FOUR_6				na				iɲa	iɲa		ja												na		na									na		áná	
FOUR_7																										nanka											
FOUR_8															naajinombreʧardinal																						
GIVE_1		ve	və	wa		ha	pa		hâ				fa	pà	pa			pa	va		pʰa		ha	ha	pá	fà		pa		há		fá		ɸa	pʰa		pʰá
GIVE_2	peːla				peela					bana	ɡana	pesa				váha				níka		paʦa~peleka					in̤a		íkúpa		ɲíká		ɪhà				
GIVE_3								nɛŋɡanɛ																													
GIVE_4																	niinjia																				
GIVE_5																																				kì	
HAIR (HEAD)_1					mvwiíli								milili																								
HAIR (HEAD)_2																ikʰarári																					
HAIR (HEAD)_3						eiʃoke																	eiʃokje														
HAIR (HEAD)_4									ɲjuére					njwěle					ɲéle	uɲíle	unwele							ɲwele							inwele		ulunwele
HAIR (HEAD)_5										ndemba																											
HAIR (HEAD)_6		ésil	esii																														ésínɡà				
HAIR (HEAD)_7												nswéi																								sùèí	
HAIR (HEAD)_8																	ifuli	efufu				síʦi			v̤uʣi				isusu	nsísí	sísí	rírí		βuliʤi			
HAIR (HEAD)_9	ùmusisi																							umuʃaʦi													
HAIR (HEAD)_10				luvule				osue			lusuki				lúsúki											luɲèːne	lujwili										
HEAD_1							ʃolo		keɔŋɡɔ́				toho								inɬoko				musóró					nɬókó	ɬókó	t͡ɬʰɔ́χɔ́		tʰhoho	intloko	sókò	ínɬókò
HEAD_2		nlô	n̩lo								ntu											tú															
HEAD_3																			ʃiʦwá	hiʦwá								kiʧwa									
HEAD_4	umùtwe			mutwe	itwe	omutwe		motwɛ̋		mutue		motú			mútwe	múru	nrwe	omuʦe					omutwe	umutwe		mutwě	ntwe		mutwe				útwe̍				
HEAR_1		wôk	woʔ		hulika	hulila						jóka											hurira			pùʃa		sikia									
HEAR_2	mfwa						hwa	eɣwa	íɣwa	ivua	wa		twa	ùmvwa	mvwá		ita	uva	kía	iʃia	zwa	mvera		umva	hwá		iɡwa		mvwa	twá	zwá	út͡ɬwá		p͡fa	va		izwa
HEAR_3																																	jévá				
HEAR_4																iíwa																					
HEAR_5																																				ká	
HEART_1		nlem	n̩nəm																																		
HEART_2																nrìma						tíma				eʃìmbà							útímá			lémà	
HEART_3	umùtima			mutima						muʃima		motéma		mukuːnka				omutima					omutima	umuʃaha													
HEART_4														mi					mó																		
HEART_5													pilu																	mbilú	mbilú	pɪ̀lʊ́					
HEART_6											mbundu									mbumbu																	
HEART_7						omwojo	mojo	ŋɡɔɔ	ŋɡɔ́rɔ						móójó		nɡoo								mwojo		ŋ̤olo	mojo	mojo					mwojo			
HEART_8																					inɬizijo														inhizijo		ínɬìzíjò
HEART_9					ntumbúla																																
HORN (ANATOMY)_1					ihéembe	eihembe						liséké					mbembe						eihembe	ihembe			ipembe	pembe									
HORN (ANATOMY)_2	ulùsenɡo			ŋŋombi						kimbunɡu				lusèːnɡò	lúseŋú			ooluniɡa			upʰondo					lusùnɡwa				rìm̤ònʣò	lim̤onʣo		ómbínɡà		ipʰondo		úpʰòndò
HORN (ANATOMY)_3		nlak	n̩laʔ																																		
HORN (ANATOMY)_4								oβja	roheá																				luja								
HORN (ANATOMY)_5							ɲanɡa				mpaka		lunaka			ɲɲáka			ɲoŋɡá	ɲoŋɡa		ɲaŋɡá			ɲanɡa							nàká		lunʰanɡa			
HORN (ANATOMY)_6																																				sébá	
KILL_1		wôé	wiɲ																																		
KILL_2								oaa											ua									ua									
KILL_3	ipaja				wulaɡa		zwibulaja		óraɣa				balaja	ipaja	ʃípá		nutuja	ʤipaɡa			bulala				úrájá		bulaɡa		jaja	d͡lájá	dájá	bʊ́lájá	ípájà	βulaja	bulala		bùlálà
KILL_4										bonda	ɡonda									sòŋɡa																	
KILL_5												boma																									
KILL_6				tta		ita																pʰa	ita	ica												lá	
KILL_7																iíva										lwìfà											
KNEE_1																	nri											ɡoti									
KNEE_2							dwi																	ivi	bʋi		izwi										
KNEE_3	ikùfi			vvuvi		okujwi								kunwi									okuju														
KNEE_4								elu	iru						ʧínú																						
KNEE_5		abon̂	abɔŋ									libɔ́lɔ́nɡɔ́	liŋwele																								
KNEE_6																		onɡolo			idolo	bóndo							íɡondo	ʦolo	ʣolo	ŋɔ́lɛ́	ònɡòlò		idolo	bɔ́nɡɔ́	ídolo
KNEE_7											kikulu					nikútʰa																					
KNEE_8										pumuna									ɡuŋɡúni	ɡuŋɡúno						ekùnunɡù											
KNEE_9					ifuɡámilo																																
KNOW (SOMETHING)_1				maɲa	maɲa	maɲa		maɲȁ	mɛ̀ɲa		zaba				máɲá		maɲa						maɲa	meɲa			mana										
KNOW (SOMETHING)_2																										ǔka											
KNOW (SOMETHING)_3																					azi											íʦɪ́			azi	pí	âzì
KNOW (SOMETHING)_4										ijia																											
KNOW (SOMETHING)_5		jem	jəm																																		
KNOW (SOMETHING)_6	ìsiba						ziba					jéba	ziba	juka		ʧúwèla		ʦeja	ʒua	ʤua		ʣiwa			zíʋá			ʄua	zʲiba	tívá	tívá		kúlíhà	dʰiβa			
LEAF_1						ekibabi	ʒani						litali	mani					uwáni	wani			eibabi	ibabi		esàki		ʄani				t͡ɬʰàrɪ̀		tari	iǃ̬ʱabi		ikʰasi
LEAF_2															djâɲé	niwámba																					
LEAF_3					ihaánze			eðaŋɡo	iθaŋɡo												iɬamvu	ʦamba															
LEAF_4																																				ánɡɔ̀	
LEAF_5										difu							iru	efo							ʃiʒ̤a		idutu		itu								
LEAF_6											lukaja	lokásá																									
LEAF_7	ìlibuːla		okjɛɲ																											tlula	tluka						
LEAF_8																																	émélá				
LEAF_9				kikoola																																	
LEAF_10		kaé																																			
LEG_1					ḿɡulu						malu																	mɡuu									
LEG_2	ùkuːlu			kuɡulu		okuɡulu			kòɣòrò			lokolo						okuɡulu					okuɡuru	ukuɡuru			ɡuɡulu		kuulu				ókúlú				
LEG_3													lihutu		múkolo											mukǒlò											
LEG_4							ɡumbo																		ɡumbo												
LEG_5								koo																												kò	
LEG_6																																t͡ɬʊ̀χà					
LEG_7		abo	abɔ																																		
LEG_8																	urende				umlenze									nenɡe	nenɡe			mulenʒe	umlenze		umlenze
LEG_9																mwétto			munɖú	mndú		endo															
LEG_10										kinama																											
LIVER_1																			ɲé	ɲe																	
LIVER_2										nzundu	nsoko																										
LIVER_3									ini																			ini	muni								
LIVER_4													sibiti								isibindi	windí		iɡitiɡu						ʃivínʣí	ʧivínʣí	bɪ́tɪ́		ʧiβindi	isibindi		isibindi
LIVER_5																							ekine														
LIVER_6												libale																									
LIVER_7																																				bàè	
LIVER_8																										eʃimbadifite											
LIVER_9								etɛma							múʧimá		irima										itima										
LIVER_10						omwiilima																															
LIVER_11																																	ómu̍má				
LIVER_12					ítoɡa		lopa																		rópá												
LIVER_13		osaɲ	esəʔ													hápa		ehuli																			
LIVER_14				kibumba																																	
LIVER_15	ilìbu																																				
LOUSE_1														kuso	nkusu	iʈʰúpo																					
LOUSE_2												sili																								sìdì	
LOUSE_3										ina	sina																										
LOUSE_4																					intwala									n̤wálá	n̤wálá				intwala		íntwálà
LOUSE_5																						sabwe						ʧawa									
LOUSE_6	indà					endai		ndaa	ndáːa				nda				nda	ona	nɖá	nda			enda	inda	inda		nda					ǹtá	ónà	nnda			
LOUSE_7		njin	ɲin																							ńkìsa			njina								
LOUSE_8					mpani																																
MAN_1																					indoda			inɡabo											indodaama		índòdà
MAN_2																nlópwàna			mnʈubabá										mulombwana								
MAN_3												mobáli																									
MAN_4																														wánúná	wánúná						
MAN_5																						aḿna															
MAN_6				musajja		ʃaija																	ʃaija														
MAN_7									ɲjámba	diala	jakala																										
MAN_8														mwânamulùme														mwanamume									
MAN_9	umwàːume				múlume		lume	omɛ							mulume			omulumentu		mume					murúmé	mulùme							úlúmé				
MAN_10																																		muluna			
MAN_11																	nndumi										nɡoʃi										
MAN_12		fam	fam																																	tò	
MOON_1											nɡonda	sánzá									injanɡa														injanɡa	sónɡé	íɲànɡá
MOON_2		nɡon	ŋɡwan																																		
MOON_3	umwèsi			mwezi	mwéezi	omwezi	ŋweʣi	mwɛi	mwɛ́ri	mbeji			kweli	kwêzi	mwenzí	mweéri	mwiiri	omweʤi	mwézi	mwézi		ezí	okwezi	ukwezi	mwèʣí	mwêʃi	ŋweji	mwezi	mwezi	n̍hwétí	hwétí	ǃʰwèdí	ésájì	mweʣi			
MOUTH_1	àkanwa			kamwa				kaɲẅa	kanua	dikanu				kjàkanwa	múkáná		kana	okana	háɲo	haɲwa		kamwa	akanwa			kukànwà		kiɲwa	kanwa								
MOUTH_2						omunwa																		umunwa									omena				
MOUTH_3											nwa																									nùà	
MOUTH_4		anju	aɲu																																		
MOUTH_5					ḿlomo		lomo					monɔkɔ	mulomo								umlomo				ròmò		nomo			nomo	nomo	lòmʊ̀		mulomo	umlomo		úmlòmò
MOUTH_6																maláku																					
NAME_1												nkómbó																					óndúkò				
NAME_2		jôé																																			
NAME_3			ejola																																		
NAME_4													libizo								ibizo									vító	vítú						
NAME_5	isìːna			linɲa			zina			dijina	zina			diːzìna	dîná	ʔnʧína	irina	eʤina	ʣína	ʣína		ʣína	eiziina	izina	zítá	eʃìna	lina	ʄina	zina			íná		ʣina		ínà	
NAME_6					ítaɡwa			esjetwa	ritwa																												
NAME_7						eibala																													iɡama		îkâmà
NECK_1													mulala																			làlà					
NECK_2				bulaɡo																																	
NECK_3	ùmukoʃi																					kʰosi		izosi													
NECK_4		tjin̂	kiŋ																																		
NECK_5					síiŋɡo		ʦʰibʱa	ŋɡiŋɡɔ	ŋɡíŋɡɔ́	ʃinɡu	nsinɡu	nkinɡó		nʃinɡo	nʃiŋu	isíko	sunɡo	oθinɡo	nʦíŋɡo	nʦiŋɡo			ebiʦja		muʦìpà	nʃìnɡo	n̤inɡo	ʃinɡo	nsinɡo				ósínɡó	muʦinɡa		kínɡó	
NECK_6																					intamo									n̤amu	n̤amu				intamo		intamu
NECK_7						enɡoto																															
NIGHT_1				kiro	cílo	ekilo					mpimpa						jijo						ekiro	ijoro													
NIGHT_2	ubùsiku						siku	otuko	otúko	usuku			busihu	bufuku	bútukú	uhíju		uusiku		masihu	ubusuku	síku			usíkú	bufùku	bujiku	usiku	busiku	vusíkú	wusíkú	síχʊ́	úte̍ké	βusiku	ubusuku		ubusuku
NIGHT_3		alu	alu									butú							ukú																	bùtú	
NOSE_1											mbombo										impumulo					mpèmbe			ímpemo								
NOSE_2								eɲoo	inoro			nzólo						ejulu						izuru			ljulu						éɲulu				
NOSE_3				nɲindo		eɲindo																	eɲindo											ninɡo			
NOSE_4	ùmoːna	jôé	ʤwiɲ				milo			zunu			ŋɡo	muːlù								funo			m̤ùnò					n̤ómp͡fú	n̤óvú	ŋ̀kɔ́			pumlo	míɔ̀	
NOSE_5																noroo																					
NOSE_6					mpûla												mbua		mpúa	mbùa								pua									
NOSE_7																																					íkʰàlà
NOSE_8															djûlúdíulú																						
ONE_1					moŋɡa					moʃi	mosi					moka			moʒá	monʦi		móʣi				mone		moʄa					mósì			émɔ̀tí	
ONE_2	mo					emoi								mo													imo										
ONE_3			bɔʔɔ				nʔompela					mɔ́kɔ́																									
ONE_4		fok		mu				mwɛ̋	emwɛ				ŋwi		mwé		jimwi	mwe			ɲe		mwe	mwe	mwé				mwe	n̍we	n̍we	ŋwɪ̀		tʰihi	ɲe		ɲe
ORGANIC FAT OR OIL_1		avon̂	avɔŋ																																		
ORGANIC FAT OR OIL_2	amàfuta			mafuta	máfuta	amajuta	futa	maútȁ	maɣúta		mafuta	mafúta	mafula		mafúta	makʰúra	mafura		maʈá	mafúra	amafutʰa	fúta	amajuta	amavuta	mafútá		maɡuta	mafuta	máfuta	mafúrʱá	mafúrá	fúrá		map͡fura	amafutʰa		ámáfùtʰà
ORGANIC FAT OR OIL_3										maji				mani																						bòàdí	
ORGANIC FAT OR OIL_4																		omakaɡaʤi																			
ORGANIC FAT OR OIL_5																																	úlélà				
ORGANIC FAT OR OIL_6																										mwîmù											
PERSON_1	ùmuntu	môt	mbot	omuntu	muúntu	omuntu		mōːn̏dȍ	mòndò	mutu	muntu	moto	mutu	muntu	muntu	ʔnttʰu		omuntu	múnʈu	m̀nɖu	umuntu		omuntu	umuntu	mun̤u	mûntu	mun̤u		muntu	mun̤u	mun̤u		ómúnù	mutʰu	umntu		umuntu
