	Badga	Betta Kurumba	Brahui	Gondi	Kannada	Kodava	Kolami	Kota	Koya	Kurukh	Kuwi	Malayalam	Malto	Ollari Gadba	Parji	Tamil	Telugu	Toda	Tulu	Yeruva
DIE_6												maɾikkuɡa								
DIE_7	saːʋadə		kahinɡ													sattə po			sajjaɾa	
DIE_8							tiɡteːn										ʧaʧʧipoːʋu			
DOG_1	ne													ne						
DOG_2		naːjə		nej	naːji	naːji	aːte	naːji	nej			naːja				naːji		noi	naːji	naːji
DOG_3										alla		paʈʈi	kuʧʧo		netta					
DOG_4			kuʧak																	
DOG_5																	kukka			
DRINK_1				un										un	un					
DRINK_2									unnu	onna										
DRINK_3													hoːnaː							
DRINK_4	kuɖapə	kuɖi~kujɾi			kuɖi	kuɖipa						kuʈi				kuɖi				kuɖipə
DRINK_5					kudijoːdu		aniɾusaːt					kudikkuɡa						uʈʈudi		
DRINK_6			kuninɡ														taːɡu			
DRINK_7																			paɾijaɾa	
DRINK_8								unatukə												
DRY_1							aːtiɾ		aɾtaːd											
DRY_2			baːɾun						poɖi								poɖi			
DRY_3		ajnɡənu ipədə																	nunɡuduna	
DRY_4										kʰajka						kaːnʤə	eɳɖu			
DRY_5													aːikaː							
DRY_6																				unaku
DRY_7				ʋaʈʈa	battida							vaɾaɳʈa								
DRY_8																ulaɾnta				
DRY_9	oɳikiladə				oɳaɡidu	oɳanɡina		kanʈiko				uɳanɡija						oɳikisi		
DRY_10																kaindadə				
EAR_1	kiʋi	kiʋija	xaf	keʋu	kiʋi	kemi	keʋ	keʋə	keʋ~keʋk	kʰebda	kiɾiju	ʧeʋi~kaːtu		kekal	kekol	kaːdə	ʧeʋi	kili	kebi	kemi
EAR_2													daɾtiː							
EARTH (SOIL)_1		buːmi					bʰuːmi				bʰumi		bʰumi							
EARTH (SOIL)_2			ɖaɡaːɾ					bʰuloːɡam												
EARTH (SOIL)_3				mannə	maɳɳu	mannə			maʈʈi			mannə				mannə	mannu~maʈʈi		mannə	
EARTH (SOIL)_4										kʰekʰel				tukud	tũk					
EARTH (SOIL)_5											iɾaː							koɖə		
EAT_1													ʤaːɡoːlpah~lapah							
EAT_2			kuninɡ													saːpədə				
EAT_3	timbə			ʤeʋi						mokʰna									uɳaːɾa	
EAT_4		tinn			tinnu	tinə			tinnu		tinu	tinnuɡa		tin	tin		tinu			tinnoː
EAT_5							aːntisatun	tin atej												
EAT_6																		toɾtin		
EGG_1					tatti						tala									
EGG_2			xuahae						ɡaɾbam								ɡuɖɖu			
EGG_3	moʈʈe	mujɾɡi	baede	miːnʤ	moʈʈe	muʈʈe		mooʈə				muʈʈa		kaɾbə		muʈʈe		muʈʈe	ketti	muʈʈe
EGG_4							sanku													
EGG_5										biː										
EGG_6													ɾaɾapaːndu							
EYE_1	kaɳɳə	kaɳɳu	xan	kəɖə	kaɳɳə	kaɳɳə	kan	kaɳɳə	koɳɖ	kʰann	kanu	kaɳɳə		kaɳul	kan	kaɳɳə	kannu	kaɳ	kaɳɳu	kaɳɳə
EYE_2													aːndu							
EYE_3												neːtɾam								
FAT (FROM ANIMALS)_1	koɭəppə			koɾonʤ	kobbu			koɭupu	kodoʋoːs			koɻuppə			koɽukuɖ	koɻuppə	koʋʋu	koɻəppə		
FAT (FROM ANIMALS)_2						ʧeɾabi													ʧeɾabi	ʧiɾabi
FAT (FROM ANIMALS)_3		teɾija																		
FAT (FROM ANIMALS)_4									laːʋ								laːʋu			
FAT (FROM ANIMALS)_5			ʧaɾpiː							neʈa			neʤʤa	meːn						
FAT (FROM ANIMALS)_6		tanniʋi																		
FEATHER_1	ɾakke							ɾeːkə								ɾekke		iɾakke		
FEATHER_2																	iːka			
FEATHER_3		tiʋija			tupaʈa	topaʈa						tuːʋalə								toːpəʈaː
FEATHER_4			paɾɾe	buɾa	ɡaɾi		bull		ɡeɾk	penʧo			pakiː						huʋi	
FIRE_1												teː				teː			tuʋu	tiː
FIRE_2												aɡni					aɡɡi			
FIRE_3					benki															
FIRE_4											dankeɾe									
FIRE_5								nippu	neɡɡaɖ							neɾuppu	nippu			
FIRE_6				taɖmi													maɳʈa			
FIRE_7									kis						kic					
FIRE_8	kiʧʧə	tissə~tiʧʧa	xaːxaɾ			titta	kiss			ʧiʧʧ			ʧiʧadu					tiːttə		
FISH_1									kiːke						key					
FISH_2							ɡuɖɖi										ʧeːpa			
FISH_3	miːnə	miːnu		miːn	miːnə	miːnə		miːnə		inʤo		miːn	miːndu	miːn		miːnə		miːn	miːnə	miːnə
FISH_4					maʦya															
FISH_5												malsjam								
FISH_6			maʧʧiː																	
FLY (MOVE THROUGH AIR)_1							tulsaːd		tulla											
FLY (MOVE THROUGH AIR)_2		paːɾ~peːɾ		paɾi	haːɾu	paːɾa		paːɾʋu								paɾə		poːɾʧ		
FLY (MOVE THROUGH AIR)_3	paɾappə																		ɾaːpaɾa	
FLY (MOVE THROUGH AIR)_4																	eɡuɾu			
FLY (MOVE THROUGH AIR)_5			baːl kanninɡ									paɾakkuɡa								
FLY (MOVE THROUGH AIR)_6										uɖijaɾna										
FLY (MOVE THROUGH AIR)_7													uɖaːɾi							
FLY (MOVE THROUGH AIR)_8																				mannə
FOOT_1									aɖuɡu								aɖuɡu			
FOOT_2					aɖi							aʈi				aɖi				
FOOT_3	anɡaːlə	kaːlə		kaːl		anɡaːl				kʰeɖ						kaalə		koːl	kaːlə	kaːlə
FOOT_4			nat				ʤeʈʈa						ɾaɖadu							
FOOT_5					paːda			tapaɖ			paːdami	paːdam		paːdam		paːdam	paːdamu			
FULL_1	tʰumbe	fullə			tumbidu	dumba														dumba
FULL_2			puɾ								ɡuɾa			puneʈ		muɭu				
FULL_3												niɾaɲa				nirainta		soːkkaije		
FULL_4				niɳɖ			ninɖu		ninɖaː	nindka			nindpaː				ninɖu			
FULL_5																			dinʤidunɖu	
GIVE_1							siːtaːn						ʧibaːh							
GIVE_2								tej			taa									
GIVE_3																taː				
GIVE_4				hi										ʧi	cĩ					
GIVE_5	koɖu	koɖ			koɖu	koɖi										kuɖə			koɾo	koɖu
GIVE_6			tinninɡ									koɖukkuɡa								
GIVE_7										ʧihna								itʧadta		
GIVE_8																	iʧʧu			
GIVE_9									iːdatam								iʋʋaɖam			
GIVE_10									iːm											
GOOD_1		nall				nalla						nalla				nalla				nallə
GOOD_2				assal																
GOOD_3			ʤuaːn						manʧid	daːʋ							manʧi			
GOOD_4	oɭɭajadə				oɭɭijadu		sobhatan												eɖɖedana	
GOOD_5								oludə			nejun		heːɖu~ɾaɖu					ulti		
GREEN_1							niɡuɾ				nilia									
GREEN_2			ɡuanakki										ɾanalo							
GREEN_3	paʧʧe	passlaːnɡi~paʧʧəlaːnɡi		paʧʧad	hasiɾu	paʧʧe		paʧʧə	paʧʧa		aːkupaʧʧa~kasuli	paʧʧa				paʧʧə	paʧʧa	paʧʧai	paʧʧe	paʧʧe
GREEN_4				hiː											pay					
GREEN_5										haɾijaːɾ										
HAIR (HEAD)_1	oɾame																			
HAIR (HEAD)_2												ɾõmam								
HAIR (HEAD)_3				kel					kelk											
HAIR (HEAD)_4								manɖə miːɾə									veɳʈɾukalu			
HAIR (HEAD)_5												muɖi	taːli	ʧendi		muɖi				
HAIR (HEAD)_6			puʒʒe		kũdalu~kuːdalu		tiːɾu		ʤuʈʈul	ʧuʈʈi	bana					maiɾə	ʤuʈʈu	miːɾs	kuːʤal	
HAIR (HEAD)_7						telami														tilami
HAIR (HEAD)_8		taːkəɾə												talʧenʈi						
HAND_1	kaj	kiːja	ɖuː	kaj	kaj	kaj	keju	kaij	kaj	kʰekkʰa	keju	kaj	ʈeʈu	kiː	key	kaj	ʧejji	koi	kai	kaj
HEAD_1										kuk			kukudu							
HEAD_2	manɖe	maɳɖi		talla		maɳɖe		manɖə										maʈʈə	manɖa	
HEAD_3			kaːʈum		tale		tal				tɾajun	tala		taːl	tel	talə	tala			tile
HEAD_4									talakaːj											
HEAD_5												ʂiɾasə								
HEAD LOUSE_1		pjaːnu	boːdʰ		heːnu	peːnə	paːnu			peːn		peːn			pẽni	peːnə	peːnu		peːn	peːnə
HEAD LOUSE_2	ili~kili			poɾki				paiji	poɾiki											
HEAD LOUSE_3																		iɾs		
HEAR_1							ʋinti			menna			meːna~meːnpo		ven		ʋinu			
HEAR_2	keːpə	kəːɭ	bininɡ	kenʤ	keːɭu	keːɭə		keːlə	keːʤa			kelkuɡa				keːɭə		keːl	keɳaɾa	keːɭu
HEART_1		jaddi		ɡuɳɖe			ɡunɖe	nenʤu		buka			huɡliː	ʤibe			ɡuɳɖa	manasə		nenʤi
HEART_2			ust																	
HEART_3					hɾudaya	hɾudaja						hɾudajam				idajam	hɾudajamu			
HEART_4									ɡuɳɖekaːja											
HEART_5							paːnam													
HORN (ANATOMY)_1				koɾ														kuːɾ		
HORN (ANATOMY)_2	kombə	kombbə			kombu	kombə	kommu		komm~koːkku			kompə				kombə	kommu		kombu	kombə
HORN (ANATOMY)_3			maɾɡʰ							maɾaɡ			maɾɡadu	kaɾ ɡuʧul						
I_1	na										mu									
I_2				nanna					nanna											
I_3		naːʋə			naːnu	naːnə	neːnu	aːn			naːnu	ɲaːn	heːnu	aːn	aːn	naːn	neːnu	oːn	jaːnu	naːn
I_4										aeːn										
I_5			iː																	
KILL_1	koppə				kollu	kollə						kolluɡa				kollə				kollə
KILL_2																		keɖukisti		
KILL_3																	ʧampu			
KILL_4				haʋka					aʋakaː											
KILL_5								taːʋiɾ		eɖabna										
KILL_6		kenɡaːɭ	kasfinɡ										baʤpo							
KILL_7																			keɾijaɾa	
KILL_8							alanɡʈaːn													
KILL_9				kʰatamki																
KNEE_1				tonɡɾa					boʈmiɳɖaː										meɳakaːləɡanʈu	
KNEE_2	muʈʈi	mannɡaːlə	ɡoːɖ		muɳakaːlo~maɳɖi	maɳɖi	muɖsu	moːɡaːl	moːkaːl	muka	mendaja	muɻaŋkaːl~muʈʈə	muːka	ʋanɡul		muɻaŋkaːl~muʈʈi~muːʈə	moːkaːlu	muʈʈi		muːlekaːlə
KNOW_1		ɡott uɳɖi~ɡottaːɡ		jeɾpaʈ																
KNOW_2					telidiko				teluseː							teɾijum~teɾinʤuko	telusuko~telusukonu		teɾijaɾa	
KNOW_3	aɾaʋə							asuːbej				aɾajuɡa	haːhpo~sikaːɾpo				eraːɡu			aɾiʋo
KNOW_4													baɖeminpo							
KNOW_5			ʧaːinɡ											sun	pun					
KNOW_6					aɾi	aɾi										ari				
KNOW_7							uɾtanɖaːt													
KNOW_8																		aɾspini		
KNOW_9										akʰna										
LEAF_1	elə	jali			jele			eːlu				ila	haːtʰa			ele				ele
LEAF_2																		eɾs	iɾa	
LEAF_3				aːki			aːk		aːkiː								aːku			
LEAF_4										atkʰa										
LEAF_5															ev					
LEAF_6			pann																	
LEAF_7														ʈunɖe						
LEAF_8						elakaɳɖa														
LEAF_9											patɾa									
LIE (REST)_1						budda			unʤa											biːndo
LIE (REST)_2																			buɾoːnaɾa	
LIE (REST)_3		baːɖ								paiha					maɖ	keɖə~paɖə				
LIE (REST)_4	haɖaʋə	baːʈɳu iːɾ	dɾoɡʰ taɖinɡ	miɳɖsi~dolsi	malaɡu					fasijaːɾ			koːɖpo					poaʈʧiː		
LIE (REST)_5												kiɖakkuɡa					paɖukonu			
LIE (REST)_6																		pokkum		
LIE (REST)_7							labaːɖ muɖsati													
LIVER_1					hĩɾi			iːɾu	kaːʤam			ĩɾal				iːɾaɭ				
LIVER_2							kaleja										kaːlejamu			
LIVER_3						tombe							ʧedɾo					kuɖaːl		tombe
LIVER_4		tədlə		taɾki								kaɾaɭə		taɖinɡ	taɾuŋɡ					
LIVER_5			ʤaɡaɾ																	
LIVER_6					medaʤiːɾika															
LIVER_7										umbalkʰo										
LONG_1	utta	uddu			udda	uddə													uda	
LONG_2							poɖaːm		poɖaʋuʈaːdu								poɖaʋu			
LONG_3			muɾɡun																	
LONG_4										diɡaːh			diɡaɖo							
LONG_5								niːtam				niːnɖa~niːlamuɭɭa				nĩɳʈa~niːɭam~niːɭamaːna		neɾti		niːʈa
LONG_6				laːm																
MAN_1					puɾuʂa							puɾuʂan								
MAN_2																	puɾuʂuɖu			
MAN_3							maniʂaːn		maɡaʋaːɳɖ								maɡaʋaːɖu			
MAN_4		ɡəɳɖaɭə		mankal	ɡanɖasu			ɡanmaɡu			kakasi									
MAN_5	kanɖumuɡa																			panija
MAN_6									peːkaːl		kodomi									
MAN_7			naɾeenə																	
MAN_8													muɖsaː			aːmbɭe				
MAN_9						aːnaaɭə													aːnʤʋu	
MAN_10										meːt	ɖola	aːɳə				aːɳə~aːɳ		aːlom		
MANY_1			baːz				peɾe	iːʤoːɖ									naːnaː		baːɾi	
MANY_2		kajɾijə											diːkehi~ɡaːɖehi			neɾija				
MANY_3				ʋellen					beʧʧoːko	baɡɡe		ottiɾi								
MANY_4				ʤaːsta		dumba														tumba
MANY_5	appaɾa																	uppuːm		
MANY_6					halaʋu				ʧaːla			pala				palə	ʧaːla			
MEAT_1					maːmsa							maːmsam					maːmsamu		maːsa	
MEAT_2				haʋʋi					anɡiː	ahɖaː										
MEAT_3	paːɖə~paːɡə		suː		baːɖu			podu										piːt		
MEAT_4		əɾsi				eɾaʧi	muɾija					iɾaʧi				iraicci				iɾaʧi
MEAT_5								keteɾi					maːkɖu			kaɾi				
MOON_1							nela	nelavə	nella					nelinɡ	neliɲ	nila		nila		nilaʧi
MOON_2			ʈuːbe					unaːʋə												
MOON_3				ʤanɡo							lenʤu		bilpdu							
MOON_4		pəɾi								ʧando										
MOON_5					candɾa~ʧendɾa	ʧendɾa						ʧendɾan				cantiɾan	ʧendɾuɖu		ʧendɾe	
MOON_6	tinɡuʋa																			
MOON_7									sanɖamaːma											
MOUNTAIN_1	male											mala				malai				
MOUNTAIN_2												paɾʋatam					paɾʋatamu			
MOUNTAIN_3			maʃ						ɡubal											
MOUNTAIN_4																			daːɾi	
MOUNTAIN_5						kundə											konɖa			kundə
MOUNTAIN_6		bəʈʈə		meʈʈa	beʈʈa			ʋeːʈume	meʈʈa	paɾta				kappe				tiʈʈə		
MOUNTAIN_7							danɖimeːʈ													
MOUNTAIN_8													beːɖo pahaːɖi							
MOUTH_1				toɖɖi													noːɾu			
MOUTH_2		baːjə			baːji	baːji	muːti	ʋaːji	pavuːɾ	baji	ɡuʈi	ʋaːja	toɾo	ʧaːlu	vaːy	ʋaːji		poːi	baːji	baːji
MOUTH_3	pe		baː													ʋaː				
NAME_1										naːme			naːmi							
NAME_2	esaɾə	pjaːɾə		poɾol	hesaɾu	peda	peːɾ	peːɾ	pedeɾ		doɾu	peɾə			pidiɾ	peːɾə	peːɾu	peːɾ	pudaɾə	peːɾu
NAME_3			pin																	
NECK_1			lex				mak													
NECK_2																		maɾ		
NECK_3				ɡuɖunɡa					meɖakaːja											
NECK_4		kpːmaːɭi				boːɭe				kʰesiɾ							meɖa			boːɭe
NECK_5													ɖoːnɖo	kanɖ						
NECK_6					kuthiɡe														kekkilə	
NECK_7	katə							kaɖateːl				kaɻutə				kaɭuttə				
NECK_8													asaɾdu							
NEW_1	ostə				hosadu		kota		kottad								kotta		posatta	
NEW_2				puna						puːna	puni		puːna		pun					
NEW_3		pəjjmən	puːskun			pudija		pudijadə				pudija				pudusə~pudu		puduːn		pudijai
NEW_4														nia						
NIGHT_1													ɾaːti							
NIGHT_2																				andi
NIGHT_3													maːaː							
NIGHT_4			nam								laːn									
NIGHT_5				naɾkaɖ																
NIGHT_6								eːlumaɾam												
NIGHT_7					ɾaːtɾi							ɾaːtɾi				ɾaːtɾi	ɾaːtɾi		ɾaːtɾe	
NIGHT_8							siɾbedin													
NIGHT_9						bajiʈə			mulipe											
NIGHT_10										maːha						iɾaːʋə~ɾaːʋə		ekkaːɖə		
NIGHT_11	iɾə																			
NIGHT_12		ədlə																		
NOSE_1											munɡeli			munɡan						
NOSE_2	muːkə	muːkkə	baːmus	mosoɾ	muːɡə	muːkkə	muːkk	muːkə	mossoːɾ	muːji		muːkə	musoː		muvãɖ	muːkə	mukku	mittuːp	muːɡu	muːkkə
NOT_1		ila~ala	aːxa																	
NOT_2										mala			malaː							
NOT_3	kulle			helle	alla	ille		illa	ille			illa				ille				ille
NOT_4							kaːdu										leːdu~kaːdu	aːɖudi	aːtu	
NOT_5													hambija							
NOT_6			ne																	
ONE_1			asit				okkoːt	oːdit	oɾɾoːʈ											
ONE_2	ondə	ʋandə		ondi	ondu	ondə				oːnd	ɾanɖi	onnə	oːnd	okuʈi		onnə	okaʈi	uttə	onʤi	onʤu
ONE_3															ok					
PERSON_1		aːɭə~aːɭu								aːl										
PERSON_2				lokuɾ																
PERSON_3					manusa	manasa	maniʂaːn					manuʂan				manitan~manuʂan			manuʂeː	manuʧe
PERSON_4																	maniʂi			
PERSON_5									mansuːɳɖ											
PERSON_6			bandaɡ										malah							
PERSON_7	kanɖə																	kinnuːɖə		
RAIN (PRECIPITATION)_1			peɾ	piɾ																
RAIN (PRECIPITATION)_2							ʋaːna		ʋaːna		bela		ʤaɖaː		vaːni		ʋaːna			
RAIN (PRECIPITATION)_3																	ʋaɾʂam		baɾsa	
RAIN (PRECIPITATION)_4		maɭi			maɭe	maɭe		mai		ʧeːp		maɻa				maɻai				maɭe
RAIN (PRECIPITATION)_5	me																			
RAIN (PRECIPITATION)_6																		meɖutti		
RED_1							jeɾuɖi				netuɾi						eɾupu			
RED_2			xiːsun					netiɾ												
RED_3				eɾɾaɡ~jeɾɾaɡ					eɾɾa				eːso							
RED_4						ʧoːpə				kheso					key	cem				ʧoːpə
RED_5	keppə				kempu						ɡaɖɡa	ʧumappə				seʋappə~seɡappə		keppə	kempu	
RED_6		tissəɡaɳɖaːnɡi																		
ROAD_1			saɖak																	
ROAD_2																		aːlaɾ		
ROAD_3					maːɾɡa												maːɾɡamu			
ROAD_4							daaɾ								paːv					
ROAD_5					ɾaste	ɾaste														ɾaste
ROAD_6										ɖahaɾe				ɾasta					paɾvata	
ROAD_7				haɾɾi					aɾɾi											
ROAD_8	taːɾi	baʈʈi				baːte	taːʋu	taːɾi				ʋaɻi				vaɻi	daːɾi~baːʈa			
ROAD_9													paːodu							
ROOT_1	peːɾə	bjaːɾə	ɾoːte	hiːɾ	beːɾu	beːɾə	ʋeːɾkam		ʋeːɾ		ʋeɾ	ʋeːɾə			vaːɾ	ʋeːɾə	ʋeːɾu	ʋeɾ	beːɾu	beːɾə
ROOT_2										paːda			bandaː	kuɾe						
ROUND_1					baʈʈa			ʋaʈam				vaʈʈa				ʋaʈʈam		uʈʈi		
ROUND_2		bəjnsakɾanɡuːdə																		
ROUND_3						uɾuʈa						uɾunɖa				uɾunɖai			uɾuʈə	uɾuʈu
ROUND_4				ɡuɳɖɾal	duɳɖane		bubbaɾi		ɡuɳɖɾaːn	ɡuʈiɳɖa			ɡuɖme~ɡuɖijo				ɡuɳɖɾani			
ROUND_5			ɡoːl peɾi																	
SAND_1		maɳalə			maɾaɭu	maɳa						maɳal				maɳal		manal		maɳə
SAND_2			ɾeːk								bali		baːli	maːn	man					
SAND_3				uske			usuka		isike								isuka			
SAND_4					usubu															
SAND_5	pakke																			
SAND_6										ʧalkuɾu										
SAND_7																			pojja	
SAY_1				in											en					
SAY_2		pəːɭ			heɭu			paidu												paɾe
SAY_3			paːninɡ									paɾajuɡa							paɳaɾa	
SAY_4									kella							ʧollə~sollə	ʧeppu			
SAY_5	eɡəʋə									bakʰna			hauɖpo					aːʋaɖə		
SAY_6						annə														
SEE_1			unninɡ													paːɾə				
SEE_2										jeːɾna			ʈunɖpo						tuʋaːɾa	
SEE_3	noːɖə	noːɖ			noːɖu	noːʈə		noːʈə										nuːʈ		noːku
SEE_4		najɾ																		
SEE_5				huɖa					uːɖa			kaːɳuka				kaːɳ	ʧuːɖu			
SEE_6							taːna													
SEE_7														ʧu						
SEED_1							ʋittanam										ʋittanam			
SEED_2						kuɾu														kuɾu
SEED_3	pittə	bissə~biʧʧə	beʤʤ	viʤʤa	bede~biːʤa			ʋitu		ɡoʈa		vita			vittid	ʋedə	biːʤam~ɡinʤa	pittə	biːʤa	
SEED_4				peɖe					peːɳɖku											
SEED_5												paɾippə								
SEED_6										biː										
SIT_1						aɭe	udə													
SIT_2												iɾikkuɡa								iɾaiku
SIT_3																		eɾakkaɾ		
SIT_4				udda					kuddaː					undu						
SIT_5										okʰna			hokpo							
SIT_6	kuɭəʋə	kuːɾsu~kuːtnu iːɾ	tuːlinɡ~zunɖinɡ		kuɭitiko~kuːtuko												kuːɾʧo		kullaɾa	
SIT_7																ukkaːɾə				
SKIN_1					ʧaɾma							ʧeɾmam					ʧaɾmamu		ʧeɾma	
SKIN_2	toːlə	toːlə	sil	toːl	toɡalu	toːlə	toːl	toːlu	toːl	ʧapʈa		toli		tal	tõl	toːlə	toːlu	tuːɾs		toːlu
SKIN_3													ʧaːna							
SLEEP_1					nidɾiso												nidɾapoʋu			
SLEEP_2													andaɾpo koːɖa							
SLEEP_3						oɾa														oɾa
SLEEP_4				miːɳɖa									anəa			uraŋku~tuːnɡə				
SLEEP_5	oɾəɡədə	aɾɡu~eɾɡu			malaɡu			oɾəɡə							maɖ			oɾkʰə		
SLEEP_6			xaʧinɡ																ʤippaɾa	
SLEEP_7							iːmanɡsati			khandaɾna		uɾanɡuɡa								
SLEEP_8									unʤaʈam											
SMALL_1				ʧinna			sinna	ɡuntə	ʧinnad	sanni			saɾʋe		cin	ʧinna	ʧinna			
SMALL_2	kunnadə	kiɾi				ʧeɾijadə						ʧeɾija				ciriya		keːɾuːɖə	kiɲa	ʧeɾija
